Step,Loss,Batch Size,Accuracy
4080,0.98713684,34,0.5
4081,1.1213498,33,0.64705884
4082,0.7670636,33,0.72727275
4083,0.7823638,33,0.6969697
4084,0.9093107,33,0.6666667
4085,0.61767834,33,0.8181818
4086,0.7479689,33,0.6969697
4087,1.1510459,33,0.57575756
4088,1.2790068,35,0.6666667
4089,1.1456108,35,0.6571429
4090,1.0600227,35,0.62857145
4091,0.8161718,35,0.6857143
4092,1.1939402,35,0.6571429
4093,1.155447,36,0.62857145
4094,1.0199926,36,0.6666667
4095,1.2396288,36,0.5277778
4096,0.7194712,36,0.8055556
4097,1.0287768,36,0.75
4098,1.0261707,35,0.6388889
4099,1.17942,35,0.51428574
4100,0.67550564,35,0.8
4101,1.160366,36,0.6857143
4102,0.7189015,36,0.7222222
4103,0.8122742,36,0.7222222
4104,1.377779,35,0.6666667
4105,1.2258312,36,0.54285717
4106,1.1103475,36,0.6111111
4107,0.9646778,35,0.75
4108,1.0024766,35,0.62857145
4109,0.76330703,35,0.8
4110,0.90264034,34,0.6571429
4111,1.014563,34,0.7352941
4112,1.0766631,35,0.5588235
4113,0.9023734,35,0.74285716
4114,1.1805496,35,0.51428574
4115,1.1015111,35,0.51428574
4116,1.2304841,35,0.62857145
4117,0.6675071,35,0.8
4118,0.9130603,35,0.6857143
4119,0.95330626,34,0.74285716
4120,0.651149,34,0.8235294
4121,0.8806215,34,0.64705884
4122,0.8349047,34,0.6764706
4123,1.3927722,35,0.5588235
4124,0.78616524,36,0.6857143
4125,0.8547366,36,0.6944444
4126,1.076128,36,0.6111111
4127,0.735625,36,0.7222222
4128,0.8701999,37,0.6944444
4129,1.4376737,38,0.4054054
4130,1.0291691,37,0.6052632
4131,1.1585845,37,0.5945946
4132,1.3701067,37,0.6216216
4133,0.8785027,37,0.7567568
4134,0.8670206,37,0.6486486
4135,1.0121827,37,0.5675676
4136,1.1180997,37,0.5135135
4137,1.2412922,36,0.6756757
4138,0.7220355,36,0.7777778
4139,0.7555056,36,0.6944444
4140,1.077243,36,0.7222222
4141,0.8068222,36,0.6944444
4142,0.93350387,36,0.6388889
4143,0.7599987,36,0.7777778
4144,1.1251216,35,0.5
4145,0.703465,35,0.71428573
4146,1.0287286,35,0.6857143
4147,1.0535971,35,0.5714286
4148,1.1481909,35,0.62857145
4149,1.0507368,35,0.5714286
4150,0.8285589,35,0.71428573
4151,1.0364876,35,0.6571429
4152,1.152853,35,0.6
4153,0.9574636,35,0.6857143
4154,1.0632303,35,0.6571429
4155,1.1073474,35,0.54285717
4156,0.68814677,35,0.8
4157,0.7895943,35,0.6857143
4158,1.0739332,35,0.5714286
4159,0.77547807,35,0.8
4160,1.072421,35,0.7714286
4161,0.9363786,35,0.71428573
4162,0.82591814,35,0.5714286
4163,0.63083553,36,0.8
4164,0.8033681,36,0.6944444
4165,1.0728569,36,0.6944444
4166,0.877961,36,0.6944444
4167,0.93616784,36,0.6944444
4168,1.038047,36,0.6388889
4169,0.71539664,36,0.6666667
4170,0.9523272,36,0.7222222
4171,0.830513,36,0.7222222
4172,1.4432776,36,0.5555556
4173,1.0509357,36,0.6388889
4174,1.1177242,37,0.6944444
4175,1.1790317,36,0.5945946
4176,0.9267146,36,0.6944444
4177,0.9009345,36,0.6666667
4178,0.7527328,36,0.7777778
4179,1.0930111,36,0.6666667
4180,1.0780396,36,0.6944444
4181,0.90837926,35,0.6944444
4182,0.8288104,34,0.6857143
4183,1.0496615,34,0.61764705
4184,1.1692533,35,0.44117647
4185,0.97163063,34,0.6857143
4186,0.99984676,34,0.61764705
4187,0.96687865,35,0.7058824
4188,1.1920254,35,0.5714286
4189,1.1851028,35,0.6571429
4190,0.9917383,35,0.5714286
4191,0.6247922,35,0.6857143
4192,1.0562013,34,0.5714286
4193,0.7836398,34,0.7352941
4194,1.4047328,34,0.61764705
4195,0.72728074,34,0.7058824
4196,1.0758018,33,0.5882353
4197,1.1155809,34,0.6060606
4198,1.2050581,35,0.64705884
4199,1.1681889,34,0.51428574
4200,0.9989362,34,0.5882353
4201,1.1187086,34,0.5588235
4202,0.8367715,34,0.6764706
4203,0.7683784,34,0.7058824
4204,0.6822486,34,0.8235294
4205,0.7650785,33,0.6764706
4206,1.2256498,33,0.57575756
4207,1.0434434,33,0.6363636
4208,0.876378,33,0.6666667
4209,0.67916816,33,0.75757575
4210,1.1685563,33,0.57575756
4211,1.0458248,32,0.54545456
4212,0.9485216,33,0.53125
4213,0.5922589,33,0.72727275
4214,0.8337666,33,0.75757575
4215,1.2097741,33,0.6363636
4216,0.8673114,33,0.6666667
4217,1.0563037,33,0.72727275
4218,1.2616816,33,0.6363636
4219,0.6314924,33,0.7878788
4220,0.8810263,33,0.6666667
4221,1.2807696,33,0.6060606
4222,0.8882238,32,0.6969697
4223,0.91195744,33,0.625
4224,0.84997517,33,0.6969697
4225,0.9729207,33,0.6363636
4226,0.50536925,33,0.8181818
4227,1.329838,34,0.57575756
4228,0.77652884,34,0.8235294
4229,0.849973,33,0.7352941
4230,1.4413186,33,0.57575756
4231,1.3667656,33,0.6666667
4232,0.92091185,33,0.6363636
4233,0.8462073,33,0.6363636
4234,0.68365425,33,0.7878788
4235,0.9441551,33,0.6969697
4236,0.6803332,33,0.75757575
4237,1.255658,33,0.5151515
4238,0.86367416,33,0.6666667
4239,0.7517909,33,0.6969697
4240,0.70973057,33,0.75757575
4241,1.1277112,33,0.6969697
4242,0.9274226,34,0.6363636
4243,1.288169,34,0.5588235
4244,0.81223094,33,0.64705884
4245,0.88532823,33,0.72727275
4246,1.2403764,34,0.54545456
4247,0.9564116,34,0.64705884
4248,0.86388814,34,0.7352941
4249,0.99615914,35,0.64705884
4250,0.7769382,34,0.7714286
4251,0.91655576,34,0.7352941
4252,0.8605354,34,0.7647059
4253,1.1208668,34,0.61764705
4254,0.6647006,34,0.7647059
4255,0.65926415,34,0.8235294
4256,0.92061514,34,0.6764706
4257,1.1532507,34,0.61764705
4258,1.0154094,35,0.61764705
4259,0.8286321,34,0.71428573
4260,0.9585983,34,0.64705884
4261,0.9769947,34,0.61764705
4262,0.83817357,35,0.64705884
4263,0.8403653,35,0.6571429
4264,1.00736,35,0.71428573
4265,0.8692578,35,0.71428573
4266,1.1302521,36,0.5714286
4267,1.3439705,35,0.4722222
4268,0.7293427,35,0.8
4269,1.0236976,35,0.74285716
4270,0.9639531,35,0.62857145
4271,1.0141273,35,0.74285716
4272,0.8724496,35,0.6571429
4273,0.7218711,35,0.8
4274,0.86882216,35,0.6857143
4275,1.1236101,35,0.42857143
4276,0.64858085,35,0.85714287
4277,0.95587605,35,0.6857143
4278,1.0681703,35,0.6571429
4279,0.82766134,36,0.6
4280,0.85798466,36,0.6944444
4281,0.72279155,35,0.6944444
4282,0.79467994,35,0.7714286
4283,0.69756806,35,0.8
4284,0.98628205,36,0.71428573
4285,1.1472399,36,0.6111111
4286,0.98865426,36,0.75
4287,0.8287399,36,0.6666667
4288,0.9956541,36,0.5833333
4289,1.1373304,37,0.6944444
4290,0.73862517,37,0.6486486
4291,0.8711744,37,0.7027027
4292,1.0423881,37,0.5135135
4293,1.2395163,38,0.7027027
4294,1.0754242,38,0.6315789
4295,1.0568855,38,0.5263158
4296,1.1496186,38,0.6315789
4297,0.5616386,38,0.81578946
4298,0.7280803,38,0.7631579
4299,0.77996373,38,0.7368421
4300,0.9821928,38,0.6315789
4301,0.69672537,37,0.7368421
4302,1.137472,38,0.5675676
4303,0.72403544,38,0.7368421
4304,1.0420027,38,0.6052632
4305,0.7695126,39,0.7368421
4306,1.0617014,39,0.6923077
4307,1.1762156,39,0.5897436
4308,0.8259198,38,0.74358976
4309,0.6894764,38,0.7894737
4310,1.3021933,39,0.57894737
4311,1.3203125,40,0.53846157
4312,1.128427,40,0.6
4313,0.997872,39,0.7
4314,1.0252277,39,0.6666667
4315,0.9322252,38,0.6666667
4316,0.6901323,38,0.81578946
4317,1.0810156,38,0.6052632
4318,0.6454293,38,0.7368421
4319,1.1558465,38,0.65789473
4320,0.96219194,38,0.65789473
4321,0.5406173,38,0.81578946
4322,1.0575418,38,0.6315789
4323,0.86045617,38,0.7105263
4324,0.95502913,37,0.65789473
4325,0.7311611,37,0.7027027
4326,0.7880676,38,0.6486486
4327,0.8273221,38,0.65789473
4328,0.8626644,38,0.7368421
4329,0.5823207,37,0.7368421
4330,1.0267159,38,0.6486486
4331,0.6254683,38,0.7631579
4332,0.8316137,38,0.68421054
4333,1.2359908,39,0.6052632
4334,0.63445485,39,0.7692308
4335,1.0590214,40,0.6923077
4336,0.6992513,40,0.75
4337,0.6699754,39,0.7
4338,0.9213481,40,0.6666667
4339,0.86071044,39,0.6
4340,1.082039,39,0.51282054
4341,1.1750671,39,0.64102566
4342,1.2405288,40,0.64102566
4343,0.839176,39,0.7
4344,0.94880724,39,0.5897436
4345,0.7521167,38,0.74358976
4346,1.0094417,38,0.65789473
4347,0.71211636,37,0.7368421
4348,0.95983,37,0.6486486
4349,0.925047,37,0.6756757
4350,0.6777416,37,0.7297297
4351,0.77182555,36,0.7567568
4352,0.8810747,36,0.6388889
4353,1.0658554,36,0.6666667
4354,1.0148196,37,0.5555556
4355,0.73920894,36,0.7297297
4356,1.1904657,36,0.5833333
4357,1.1394703,36,0.7222222
4358,0.66390634,36,0.75
4359,0.79659194,37,0.75
4360,1.1591934,38,0.5135135
4361,1.0038925,37,0.68421054
4362,0.83934724,37,0.6216216
4363,0.88705194,36,0.7297297
4364,0.94246036,36,0.7222222
4365,0.7547527,36,0.7777778
4366,1.126331,36,0.5833333
4367,0.6262707,36,0.7777778
4368,0.8562955,36,0.6666667
4369,0.7264435,36,0.8611111
4370,1.1830242,36,0.5277778
4371,0.70128345,36,0.75
4372,0.95687324,37,0.6111111
4373,0.8233872,37,0.7837838
4374,1.0660782,37,0.6756757
4375,1.1140763,38,0.6756757
4376,0.7485902,37,0.7894737
4377,0.93122625,37,0.7027027
4378,0.8749921,36,0.6756757
4379,0.65945774,36,0.8333333
4380,1.1008264,37,0.6111111
4381,0.72107077,38,0.7027027
4382,1.0593029,38,0.55263156
4383,0.7734342,38,0.68421054
4384,0.6477004,38,0.7368421
4385,0.6059022,38,0.7105263
4386,0.8510122,39,0.68421054
4387,0.78398955,40,0.6923077
4388,1.0434544,40,0.575
4389,0.80142343,41,0.725
4390,0.8915896,40,0.70731705
4391,1.0369031,41,0.675
4392,0.88608634,41,0.6585366
4393,1.0522419,41,0.58536583
4394,1.0443581,41,0.6097561
4395,0.94597495,41,0.6097561
4396,0.84862864,41,0.70731705
4397,1.0170885,41,0.6097561
4398,0.88556886,40,0.75609756
4399,1.0217764,41,0.6
4400,1.0841743,41,0.6097561
4401,0.8970567,41,0.73170733
4402,0.7982423,40,0.75609756
4403,0.73156923,41,0.725
4404,0.93957156,41,0.68292683
4405,0.86982495,40,0.75609756
4406,1.1597106,40,0.575
4407,0.8176855,40,0.7
4408,0.6895343,40,0.775
4409,0.72898895,40,0.75
4410,0.95897895,39,0.675
4411,0.83075565,40,0.64102566
4412,0.8954849,40,0.7
4413,1.220838,39,0.55
4414,0.8519341,39,0.74358976
4415,0.8248769,39,0.7692308
4416,0.8883151,39,0.6923077
4417,0.7826722,39,0.74358976
4418,0.64167774,39,0.7692308
4419,0.6936855,39,0.7692308
4420,0.4765078,39,0.84615386
4421,0.8225107,39,0.74358976
4422,0.8435448,39,0.71794873
4423,0.6893965,39,0.7692308
4424,1.0493892,39,0.5897436
4425,0.6537406,39,0.7948718
4426,0.90543973,39,0.6923077
4427,0.8086476,39,0.7948718
4428,0.6239766,39,0.74358976
4429,0.9839119,39,0.64102566
4430,0.6267865,38,0.82051283
4431,0.48936838,38,0.7631579
4432,0.5970552,38,0.7631579
4433,0.74329674,39,0.7368421
4434,0.6499821,39,0.7692308
4435,0.8336343,39,0.64102566
4436,0.7181629,40,0.7948718
4437,0.39716324,40,0.85
4438,0.925176,41,0.625
4439,0.6338897,41,0.75609756
4440,1.1892859,41,0.58536583
4441,0.8194648,41,0.68292683
4442,0.684748,41,0.68292683
4443,0.731379,41,0.73170733
4444,0.8364318,41,0.68292683
4445,0.62887883,42,0.7804878
4446,0.71681976,41,0.7619048
4447,0.70968103,41,0.70731705
4448,0.79336053,41,0.68292683
4449,0.7956835,41,0.70731705
4450,0.87147075,42,0.63414633
4451,0.54897225,42,0.8095238
4452,0.7780342,41,0.7380952
4453,1.2438064,41,0.5365854
4454,0.70344937,42,0.73170733
4455,0.954259,42,0.6666667
4456,0.80366606,42,0.7380952
4457,0.81555766,42,0.7619048
4458,0.4766062,42,0.8095238
4459,0.5771161,42,0.7380952
4460,0.66545534,41,0.7619048
4461,0.6683938,42,0.7804878
4462,0.64495206,42,0.71428573
4463,1.0827913,43,0.5952381
4464,1.090704,43,0.5813953
4465,0.98296994,43,0.6744186
4466,0.6102358,44,0.7906977
4467,0.8687389,44,0.65909094
4468,0.6498602,43,0.79545456
4469,0.8274692,43,0.627907
4470,0.9042088,43,0.6976744
4471,0.7727886,43,0.76744187
4472,0.72238505,43,0.6976744
4473,0.70361036,42,0.7906977
4474,0.8988982,42,0.71428573
4475,1.0923765,42,0.61904764
4476,0.51116025,42,0.8333333
4477,0.7853995,42,0.7380952
4478,0.39471078,42,0.85714287
4479,0.6918685,42,0.7619048
4480,0.6007826,42,0.7619048
4481,0.6905317,42,0.7380952
4482,1.008475,42,0.6904762
4483,0.7302503,42,0.7380952
4484,0.6520297,42,0.8333333
4485,0.60140526,42,0.78571427
4486,0.6432866,42,0.7380952
4487,0.9748735,42,0.61904764
4488,0.65858376,42,0.78571427
4489,0.5600947,42,0.78571427
4490,0.5705964,42,0.7619048
4491,0.6276093,42,0.71428573
4492,0.57370347,43,0.8095238
4493,0.64592665,44,0.81395346
4494,1.038485,44,0.6818182
4495,0.91799104,45,0.6136364
4496,0.75690514,45,0.7111111
4497,0.7368266,47,0.73333335
4498,0.46449938,47,0.87234044
4499,0.55712086,47,0.78723407
4500,0.47008803,47,0.87234044
4501,0.81490993,48,0.65957445
4502,0.7591074,48,0.7916667
4503,0.77196306,48,0.7291667
4504,0.7309113,49,0.7291667
4505,1.065957,50,0.5714286
4506,0.7015024,50,0.74
4507,0.69210225,51,0.76
4508,0.80831885,51,0.6666667
4509,0.795644,51,0.6666667
4510,0.63903344,51,0.7647059
4511,0.65107435,50,0.7254902
4512,0.88415533,51,0.6
4513,0.68589836,51,0.78431374
4514,0.812973,51,0.6666667
4515,0.7884495,51,0.7647059
4516,0.9617365,52,0.5882353
4517,0.73874635,51,0.6730769
4518,0.76510274,51,0.7254902
4519,0.6173616,51,0.78431374
4520,0.6705815,50,0.78431374
4521,0.6921761,51,0.66
4522,0.56273574,51,0.78431374
4523,0.67674696,50,0.78431374
4524,0.67926455,51,0.7
4525,0.6607492,51,0.7254902
4526,0.487121,51,0.84313726
4527,0.48399997,51,0.8235294
4528,0.6259634,51,0.7647059
4529,0.49081552,51,0.7647059
4530,0.47747096,52,0.8235294
4531,0.72175556,53,0.7692308
4532,0.81026906,53,0.6981132
4533,0.67097723,53,0.754717
4534,0.5173187,54,0.7735849
4535,0.62576336,54,0.7777778
4536,0.6661633,55,0.7777778
4537,0.7205774,55,0.8181818
4538,0.88481486,55,0.6363636
4539,0.81509435,55,0.6727273
4540,0.5386889,55,0.8
4541,0.76941985,55,0.72727275
4542,0.56153905,55,0.8181818
4543,0.7949203,54,0.6727273
4544,0.75289315,54,0.7037037
4545,0.7296315,55,0.6851852
4546,0.9173923,54,0.6363636
4547,0.6736018,54,0.7592593
4548,1.0351776,54,0.5925926
4549,0.7279522,54,0.7037037
4550,0.75653595,54,0.8148148
4551,0.7543564,54,0.6851852
4552,0.5776418,54,0.7962963
4553,0.7790847,54,0.7222222
4554,0.8196662,54,0.7037037
4555,0.53203017,54,0.8518519
4556,0.7164371,54,0.7407407
4557,0.8914838,54,0.7407407
4558,0.7321589,54,0.7592593
4559,0.58838147,54,0.7592593
4560,0.8232872,54,0.6851852
4561,0.7737072,55,0.7222222
4562,0.8024156,55,0.72727275
4563,0.7503798,54,0.76363635
4564,0.7597588,54,0.7222222
4565,1.1567435,53,0.6481481
4566,0.81659365,53,0.7169811
4567,0.5367511,52,0.8113208
4568,0.41205472,52,0.8269231
4569,0.70093346,52,0.78846157
4570,0.85221535,52,0.6923077
4571,0.7311694,52,0.75
4572,0.8409782,53,0.63461536
4573,0.87773305,52,0.7169811
4574,0.724488,52,0.75
4575,1.1112955,52,0.5576923
4576,0.80286443,52,0.75
4577,0.66257375,53,0.86538464
4578,0.7632825,52,0.7358491
4579,0.66737366,52,0.7692308
4580,0.75317794,53,0.75
4581,0.8938633,53,0.6226415
4582,0.6449698,53,0.7358491
4583,0.6520258,53,0.7358491
4584,0.5535087,53,0.8113208
4585,0.72192127,53,0.7169811
4586,0.48098606,53,0.8490566
4587,0.54095364,53,0.8679245
4588,0.55797815,52,0.7924528
4589,0.7546695,54,0.71153843
4590,0.85750324,55,0.7222222
4591,0.54068,55,0.74545455
4592,0.6449343,55,0.7818182
4593,0.724767,56,0.7090909
4594,0.8396865,56,0.6785714
4595,0.73400605,56,0.76785713
4596,0.7363105,55,0.71428573
4597,0.52409893,55,0.8181818
4598,0.67629147,56,0.76363635
4599,0.7257468,57,0.76785713
4600,0.7664912,57,0.71929824
4601,0.9035105,57,0.7017544
4602,0.69162875,56,0.7719298
4603,0.5929275,56,0.78571427
4604,0.63432056,56,0.75
4605,0.7360948,56,0.71428573
4606,0.6621148,56,0.73214287
4607,0.6140627,56,0.78571427
4608,0.55024564,55,0.8214286
4609,0.57101434,55,0.7818182
4610,0.47640723,55,0.8
4611,0.6879471,55,0.8
4612,0.73632926,55,0.8
4613,0.8471475,55,0.74545455
4614,0.9381341,55,0.6363636
4615,0.67289907,55,0.76363635
4616,0.5471362,55,0.7818182
4617,0.67617697,55,0.76363635
4618,0.6648518,56,0.7090909
4619,0.5587383,57,0.78571427
4620,0.6657604,57,0.75438595
4621,0.8550588,58,0.7368421
4622,0.45919856,58,0.8103448
4623,0.8315002,58,0.70689654
4624,1.0653892,58,0.63793105
4625,0.9340562,57,0.67241377
4626,0.8480054,57,0.6315789
4627,1.1739937,56,0.64912283
4628,0.8226775,57,0.76785713
4629,0.600783,57,0.80701756
4630,0.90183413,56,0.68421054
4631,0.8338445,56,0.75
4632,0.9728812,56,0.64285713
4633,0.7861559,55,0.6964286
4634,0.4749284,55,0.8363636
4635,0.45028025,56,0.8181818
4636,0.6510886,57,0.78571427
4637,0.7294309,56,0.7368421
4638,0.63987595,56,0.6964286
4639,0.7901974,56,0.73214287
4640,0.5625969,57,0.85714287
4641,0.7766316,57,0.7368421
4642,0.8289586,57,0.71929824
4643,0.6699356,57,0.8596491
4644,0.59860516,57,0.7894737
4645,0.8364078,58,0.68421054
4646,0.7730314,58,0.7241379
4647,0.61116266,58,0.8448276
4648,0.9891657,57,0.6896552
4649,0.7787359,58,0.75438595
4650,0.7679333,58,0.7413793
4651,0.92230433,57,0.70689654
4652,0.7176481,58,0.7017544
4653,0.77764344,58,0.7586207
4654,0.73862433,57,0.7413793
4655,0.70326024,57,0.7894737
4656,0.6301298,57,0.75438595
4657,0.6876742,56,0.75438595
4658,0.80258167,56,0.76785713
4659,0.6564398,56,0.8035714
4660,0.6212686,56,0.75
4661,0.6620854,55,0.71428573
4662,1.0040805,55,0.7090909
4663,0.8009174,55,0.7818182
4664,0.64745915,55,0.7090909
4665,0.92979753,55,0.6909091
4666,0.87892246,55,0.6545454
4667,0.5608494,55,0.76363635
4668,0.6391801,55,0.74545455
4669,0.7328958,55,0.72727275
4670,0.7877672,55,0.72727275
4671,0.64873666,55,0.76363635
4672,0.81228346,55,0.7090909
4673,0.6634501,55,0.7818182
4674,0.794589,55,0.74545455
4675,1.0419079,55,0.6727273
4676,0.7427536,56,0.72727275
4677,1.0072762,57,0.66071427
4678,0.83641374,58,0.68421054
4679,0.5829286,57,0.8448276
4680,0.89406043,58,0.6666667
4681,1.2284979,58,0.55172414
4682,0.6655868,58,0.7586207
4683,0.8088302,58,0.6551724
4684,1.0629416,58,0.6551724
4685,0.555581,58,0.7758621
4686,0.67307085,58,0.7586207
4687,0.89681697,57,0.7413793
4688,0.8861778,57,0.68421054
4689,1.0770237,57,0.61403507
4690,0.86903435,57,0.68421054
4691,0.9030408,56,0.7368421
4692,0.80881214,56,0.6785714
4693,0.79203254,55,0.73214287
4694,0.7938224,54,0.6545454
4695,0.6054625,54,0.7777778
4696,0.85232264,53,0.6666667
4697,0.6766629,53,0.7924528
4698,0.87622136,52,0.754717
4699,0.54207635,53,0.8076923
4700,0.81522065,52,0.6792453
4701,0.7498058,52,0.7307692
4702,0.7265244,52,0.7307692
4703,0.7437896,52,0.78846157
4704,0.802453,52,0.75
4705,0.57006496,52,0.75
4706,0.7457467,52,0.6923077
4707,0.8543386,53,0.65384614
4708,0.6862068,53,0.8113208
4709,0.9054735,53,0.6603774
4710,0.7382115,53,0.7358491
4711,0.6917652,54,0.7169811
4712,0.71283877,53,0.7962963
4713,0.7125592,54,0.7924528
4714,0.7513523,54,0.7777778
4715,0.7561619,55,0.7222222
4716,0.76862,55,0.74545455
4717,0.6696342,55,0.74545455
4718,0.9982975,55,0.6727273
4719,0.8531935,55,0.6181818
4720,0.7113334,55,0.74545455
4721,0.5267035,55,0.74545455
4722,0.9774902,56,0.6727273
4723,0.7523793,56,0.75
4724,0.75398666,56,0.6785714
4725,0.61862457,56,0.8214286
4726,0.4684698,56,0.8214286
4727,0.69025546,55,0.71428573
4728,0.54813665,55,0.8181818
4729,0.5957941,55,0.8
4730,0.650274,55,0.8181818
4731,0.80789864,55,0.72727275
4732,0.6626528,55,0.7090909
4733,0.54630053,56,0.8181818
4734,0.7123214,55,0.71428573
4735,0.7283239,56,0.7090909
4736,0.72890234,56,0.71428573
4737,0.8173793,56,0.71428573
4738,0.6402374,57,0.76785713
4739,0.7905261,57,0.71929824
4740,0.7988691,56,0.7017544
4741,0.7490182,56,0.73214287
4742,0.5593442,56,0.75
4743,0.7958768,56,0.71428573
4744,0.6822528,56,0.78571427
4745,0.65485936,56,0.76785713
4746,0.81988055,58,0.58928573
4747,0.75857335,58,0.7413793
4748,0.5211909,58,0.8103448
4749,0.94367576,58,0.67241377
4750,0.7179474,58,0.7586207
4751,0.7886297,58,0.6551724
4752,0.76501536,59,0.6896552
4753,0.9326058,58,0.69491524
4754,0.9485377,58,0.63793105
4755,0.7963158,58,0.6551724
4756,0.69941074,59,0.70689654
4757,0.8043126,58,0.7288136
4758,0.59633696,58,0.79310346
4759,0.98228204,57,0.6551724
4760,0.8067776,57,0.7894737
4761,0.6955101,57,0.7719298
4762,0.7845813,56,0.68421054
4763,0.7599427,57,0.66071427
4764,0.57717496,57,0.7894737
4765,0.51544726,57,0.80701756
4766,0.91507286,57,0.6315789
4767,0.6270721,57,0.7719298
4768,0.64716107,57,0.7368421
4769,0.75628096,57,0.7719298
4770,0.6269273,57,0.80701756
4771,0.6790995,57,0.71929824
4772,0.54285616,57,0.80701756
4773,0.6987455,57,0.7368421
4774,0.65289015,58,0.7368421
4775,0.599922,57,0.7586207
4776,0.8172475,57,0.71929824
4777,0.5456392,57,0.7894737
4778,0.5810809,58,0.8245614
4779,0.5474274,58,0.82758623
4780,0.65052736,58,0.79310346
4781,0.6645455,58,0.7758621
4782,0.6425332,59,0.7586207
4783,0.914334,59,0.62711865
4784,0.8942048,60,0.7288136
4785,0.86252534,59,0.71666664
4786,0.8673523,60,0.7288136
4787,0.71379685,60,0.7
4788,0.82359225,61,0.75
4789,0.95868415,62,0.6721311
4790,0.57680994,63,0.82258064
4791,0.66056055,63,0.7936508
4792,0.7459183,63,0.73015875
4793,0.97615206,63,0.63492066
4794,0.87635076,62,0.71428573
4795,0.5966418,62,0.8064516
4796,0.7984829,62,0.7258065
4797,0.94867724,62,0.6451613
4798,0.66490513,61,0.7741935
4799,0.6082971,61,0.78688526
4800,0.72247225,60,0.73770493
4801,0.6924049,60,0.75
4802,0.6624733,59,0.76666665
4803,0.7931009,59,0.7457627
4804,0.5819488,59,0.8305085
4805,0.67166966,59,0.7627119
4806,0.7884033,58,0.7288136
4807,0.74733096,58,0.7586207
4808,0.75198936,58,0.7413793
4809,0.6034901,58,0.7758621
4810,0.6975493,58,0.70689654
4811,0.7606056,59,0.7586207
4812,0.6466753,58,0.7966102
4813,0.42592007,58,0.82758623
4814,0.81769747,59,0.7241379
4815,0.7766623,59,0.7457627
4816,0.8007997,60,0.69491524
4817,0.6417148,60,0.78333336
4818,0.67540395,61,0.81666666
4819,0.7792363,61,0.72131145
4820,0.6752272,60,0.73770493
4821,0.7290728,60,0.78333336
4822,0.5487007,59,0.8
4823,0.6860937,59,0.779661
4824,0.6019124,59,0.8135593
4825,0.8311382,59,0.69491524
4826,0.79696363,59,0.6779661
4827,0.73345816,58,0.7627119
4828,0.8176149,57,0.6896552
4829,0.6388562,57,0.7719298
4830,0.78164846,57,0.71929824
4831,0.66138506,58,0.7719298
4832,0.6826196,57,0.7586207
4833,0.7543464,58,0.7017544
4834,0.79928565,58,0.7586207
4835,0.8777372,58,0.63793105
4836,0.6194348,57,0.7586207
4837,0.49860734,57,0.84210527
4838,0.70540476,57,0.7368421
4839,0.6507443,57,0.7368421
4840,0.46498713,57,0.877193
4841,0.85449624,58,0.6666667
4842,0.719892,58,0.7413793
4843,0.4500037,58,0.86206895
4844,0.5977123,58,0.7586207
4845,0.87447774,58,0.7241379
4846,0.6000145,58,0.8103448
4847,0.76925904,58,0.7241379
4848,0.67811155,58,0.7758621
4849,0.7593086,58,0.6896552
4850,0.5224322,58,0.82758623
4851,0.62203974,58,0.8103448
4852,0.7628999,57,0.7241379
4853,0.75574,57,0.7894737
4854,0.58228195,57,0.8245614
4855,0.5818256,57,0.71929824
4856,0.8814721,57,0.7368421
4857,0.57891774,58,0.7894737
4858,0.62854826,58,0.82758623
4859,0.6868727,58,0.7241379
4860,0.5842735,57,0.79310346
4861,0.6795735,57,0.68421054
4862,0.78457266,57,0.64912283
4863,0.773599,58,0.75438595
4864,0.60583246,58,0.79310346
4865,0.62336725,59,0.7758621
4866,0.5863914,58,0.84745765
4867,0.5182732,58,0.7758621
4868,0.7155328,59,0.67241377
4869,0.686901,59,0.779661
4870,0.7528321,59,0.6779661
4871,0.64046115,59,0.7457627
4872,0.6074765,59,0.8135593
4873,0.64689934,59,0.7627119
4874,0.9217875,59,0.6779661
4875,0.68333554,58,0.7457627
4876,0.66840744,58,0.79310346
4877,0.63462675,58,0.7413793
4878,0.5756386,58,0.8103448
4879,0.6019219,57,0.7241379
4880,0.6595294,57,0.7368421
4881,0.5758139,58,0.8245614
4882,0.6790165,58,0.7413793
4883,0.71612304,57,0.7413793
4884,0.64062375,57,0.7719298
4885,0.7385147,57,0.80701756
4886,0.39699626,57,0.877193
4887,0.68806565,56,0.75438595
4888,0.63076454,56,0.73214287
4889,0.5821077,57,0.8035714
4890,0.8483656,57,0.6666667
4891,0.6083885,58,0.7719298
4892,0.7754681,58,0.7241379
4893,0.4880801,59,0.8103448
4894,0.4936172,59,0.84745765
4895,0.6683093,60,0.7118644
4896,0.8107862,60,0.76666665
4897,0.6499522,60,0.76666665
4898,0.6478288,60,0.78333336
4899,0.6837014,60,0.78333336
4900,0.53770924,60,0.85
4901,0.71065307,60,0.6666667
4902,0.8225651,60,0.76666665
4903,0.74326164,60,0.73333335
4904,0.7575481,60,0.75
4905,0.48056564,60,0.81666666
4906,0.5507961,60,0.78333336
4907,0.7917811,61,0.76666665
4908,0.647682,60,0.7704918
4909,0.42806318,61,0.8333333
4910,0.7194727,61,0.6885246
4911,0.43285874,62,0.8360656
4912,0.7171996,62,0.7580645
4913,0.37534678,63,0.87096775
